text;section_number;title;chapter_number;chapter_name;source
"
Duryodhana wanted to capture Yudhishthira alive. ""Make that your priority!"" he told Drona, now commander-in-chief. Duryodhana hoped to compel Yudhishthira to accept an invitation to gamble again, sending the Pandavas into another exile as a way to end the war.
Drona, however, failed to capture Yudhishthira. ""Under Arjuna's watchful protection, there is no way to capture him,"" Drona protested.
""The fault is yours!"" Duryodhana shouted. ""You favor the Pandavas, despite being my commander-in-chief.""
A band of Duryodhana's soldiers then took the samshaptaka oath, vowing to kill Arjuna or die trying. ""Victory or death!"" they cried as they rode into battle.

";146;Duryodhana Plans to Capture Yudhishthira;8;THE WAR;http://100words.lauragibbs.net/
"
As Arjuna battled the suicide squadron, Drona arranged his army in a maze formation. Only Arjuna knew the counterattack.
Only Arjuna... and his son. ""I learned this secret in the womb,"" said Abhimanyu. ""I can break the maze; I just don't know how to get out.""
""Don't worry!"" Bhima assured him. ""We'll be with you.""
Abhimanyu broke through, but the Kaurava forces led by Jayadratha sealed the breach immediately, cutting Abhimanyu off from the Pandavas. He fought fiercely, even using his chariot wheel as a weapon, but the Kauravas overwhelmed him, and Abhimanyu died there, trapped inside the maze, alone.

";147;Abhimanyu Enters the Maze;8;THE WAR;http://100words.lauragibbs.net/
"
When Arjuna learned Jayadratha had led the soldiers who killed his son, he vowed revenge. ""Either I kill Jayadratha before sunset tomorrow, or I kill myself.""
The Kauravas made every effort to protect Jayadratha so Arjuna would have to kill himself at sunset.
Krishna, however, intervened. As evening approached, he raised his divine discus and hid the sun from view. Thinking the sun had set, the Kauravas let down their guard, exposing Jayadratha. Krishna lowered his discus: the setting sun was still in the sky as Arjuna shot an arrow that decapitated Jayadratha.
Thus ended another day of the war.

";148;Arjuna Vows to Avenge Abhimanyu;8;THE WAR;http://100words.lauragibbs.net/
"
The war continued day after day after day.
Each morning, Duryodhana would go to his mother and ask for her blessing. Gandhari's pious devotion gave her enormous power, so what she said always came true.
""Mother, please say 'May my sons win,'"" Duryodhana would ask her.
Gandhari, however, would only say, ""May the right side win.""
Dhritarashtra protested. ""Whether he's right or not, Duryodhana is our son.""
But Gandhari repeated, ""May the right side win,"" and all the while she grieved for her hundred sons as Bhima killed them, one by one by one.
Soon, there would be none left.

";149;Duryodhana Seeks Gandhari's Blessing;8;THE WAR;http://100words.lauragibbs.net/
"
The next day, Bhima killed twelve more of Duryodhana's brothers. ""I will kill them all,"" he thought to himself, ""Duryodhana and all his brothers!""
Then when Bhima saw Karna, he turned his chariot to pursue him, but Karna shattered Bhima's bow, broke his mace, and killed Bhima's charioteer. Bhima then had to hide behind the carcasses of war-elephants that littered the battlefield.
""Go back into the forest where you belong!"" Karna yelled.
But as he had promised Kunti, Karna did not kill Bhima. Arjuna was the only one of the Pandavas that Karna was going to fight in mortal combat.

";150;Bhima Fights Karna;8;THE WAR;http://100words.lauragibbs.net/
"
When Arjuna saw Bhima attacked by King Bhagadatta's elephant army, he ordered Krishna to drive his chariot into the fray. 
As soon as Bhagadatta saw them coming, he unleashed a terrible weapon: a Vishnu-astra. Before Arjuna could shoot an arrow in defense, Krishna leaped up and the Vishnu-astra struck him in the chest.
It turned into a garland of flowers.
Krishna then explained. ""Bhagadatta received that astra from Bhudevi, the earth-goddess, and she received it from Vishnu when, in the form of the boar Varaha, I pulled her from the sea. I created that astra; only I could stop it.""

";151;King Bhagadatta Attacks Arjuna;8;THE WAR;http://100words.lauragibbs.net/
"
Bhima's son Ghatotkacha led his rakshasas in an assault on the Kauravas. Using their powers of illusion and supernatural weapons, the terrifying rakshasas routed the Kauravas.
""Save us, Karna!"" Drona shouted. ""Use the Shakti-spear to kill Ghatotkacha.""
""But I can use that spear only once,"" Karna protested; he had planned to use it against Arjuna.
""Use it now!"" Drona ordered.
So Karna launched his celestial spear at Ghatotkacha. Fatally wounded, Ghatotkacha rose in the air, expanded in size, and then hurtled down to the ground, crushing thousands of Kaurava soldiers as he fell.
Thus died Ghatotkacha, Bhima's devoted rakshasa son.

";152;The Rakshasas Attack;8;THE WAR;http://100words.lauragibbs.net/
"
""We must stop Drona,"" Krishna advised the Pandavas. ""We'll tell him that his son Ashwatthama is dead. He'll lose the will to fight, and then we will kill him.""
""But who will do these terrible things?"" Yudhishthira groaned. ""Who will lie to Drona, and who will kill him?""
""You always tell the truth, Yudhishthira,"" answered Arjuna, ""so you must be the one to tell Drona about Ashwatthama, and Dhrishtadyumna will kill him."" 
Arjuna wept as he contemplated Drona's death. 
Bhima, meanwhile, grabbed his mace and felled an elephant. ""That elephant was named Ashwatthama,"" he declared. ""It's true: Ashwatthama is dead.""

";153;The Pandavas Plan Drona's Death;8;THE WAR;http://100words.lauragibbs.net/
"
Bhima shouted, ""Listen to me, Drona: I have killed Ashwatthama!"" 
Drona could not believe what Bhima was saying. ""Yudhishthira!"" Drona shouted. ""You have never told a lie. Tell me truly: is Ashwatthama really dead?""
""Ashwatthama is dead!"" Yudhishthira shouted, loud enough for Drona to hear him. And then he whispered, ""Ashwatthama the elephant.""
Drona, casting aside his weapons and armor, sank down in a trance of despair.
Drupada's son Dhrishtadyumna then raced towards Drona and cut off his head with his sword, fulfilling the purpose for which he had been born.
Ashwatthama, however, was very much alive and vowed revenge.

";154;Drona Hears Word of Ashwatthama's Death;8;THE WAR;http://100words.lauragibbs.net/
"
When Ashwatthama learned his father was dead, he unleashed the Narayana-astra, which spewed deadly fire across the sky.
""It will kill us all!"" shouted Yudhishthira.
""Don't be afraid,"" said Krishna. ""Bow down to this weapon, and it will spare you. Do not fight; be at peace.""
Bhima, however, did not listen; instead, he ran towards Ashwatthama, brandishing his mace. The astra's fire then focused on Bhima, but Krishna and Arjuna intervened, throwing Bhima to the ground and wrenching the mace from his hand.
""This astra won't attack an unarmed man,"" Krishna explained, and as he spoke, the astra's fire subsided.

";155;Ashwatthama Launches the Narayana-Astra;8;THE WAR;http://100words.lauragibbs.net/
"
When Duryodhana saw that Ashwatthama's Narayana-astra had failed, he shouted, ""Launch another! When they see the astra attack them a second time, they will take up their weapons and its fire will consume them.""
""I cannot,"" said Ashwatthama sadly. ""The Narayana-astra can be used only once. If I launch it again, the astra will turn back and attack us instead.""
""But you must avenge your father's death!"" said Duryodhana.
Ashwatthama nodded. ""The Pandavas will pay,"" he vowed, his voice shaking with anger. ""Before this war is over, I will make them pay in blood for taking my father from me.""

";156;Ashwatthama Makes a Vow;8;THE WAR;http://100words.lauragibbs.net/
"
Bhima found Dushasana at last. ""Do you remember my vow, cousin?"" Bhima shouted, brandishing his sword.
Dushasana did remember Bhima's vow and fled in terror, but Bhima grabbed him and pulled him to the ground. 
""Is this the hand that held Draupadi by the hair? The hand that pulled off her sari?"" Bhima shouted, as he tore Dushasana's arm off and threw it across the battlefield, where it struck Duryodhana in the face.
Then Bhima bent down and drank Dushasana's blood, fulfilling his vow.
Next, he summoned Draupadi, who washed her hair in Dushasana's blood, just as she had vowed.

";157;Bhima Finds Dushasana;8;THE WAR;http://100words.lauragibbs.net/
"
The time had finally come: Karna and Arjuna were going to fight.
Karna had long waited for this moment, and so had the naga Ashwasena. When Khandava forest burned, Arjuna killed all the nagas fleeing the fire. Ashwasena alone survived, and he now turned himself into a serpent-arrow inside Karna's quiver, ready to kill Arjuna.
But when Karna fired at Arjuna's head, Krishna lowered Arjuna's chariot. The serpent-arrow knocked off Arjuna's crown; it did not hit him.
When Ashwasena begged Karna to try again, Karna refused. ""I cannot use the same arrow twice. I must kill Arjuna some other way!""

";158;Karna Duels with Arjuna;8;THE WAR;http://100words.lauragibbs.net/
"
As Karna battled with Arjuna, Shalya, Karna's charioteer, said, ""I see you're feeling anxious, understandably. Arjuna is a great warrior.""
""You are my charioteer!"" Karna shouted angrily. ""Not Arjuna's!"" 
But Shalya failed to offer Karna any encouragement.
The duel went on and on as Arjuna and Karna fired arrows at one another, wheeling their chariots around to face each other again and again. 
Then Karna's chariot got stuck in the mud. ""Get out and free the wheel!"" Karna told Shalya.
But Shalya refused. ""That's no task for a king like me.""
So Karna leaped down to free the wheel himself.

";159;The Duel Continues;8;THE WAR;http://100words.lauragibbs.net/
"
As Karna worked to free his chariot wheel, he shouted, ""Arjuna! Krishna! You are honor-bound to let me fix my chariot.""
""What kind of honor was it to humiliate Draupadi?"" replied Krishna. ""What honor was there in butchering Abhimanyu?""
Karna said nothing, still struggling to free the wheel. 
Hearing Arjuna's chariot draw nearer, he decided to launch the Brahmastra. But suddenly he could not remember the mantra.
It was all just as Parashurama had foretold.
""Kill him!"" Krishna shouted.
Arjuna hesitated, seeing Karna standing defenseless in the mud, but he obeyed Krishna's command.
Arjuna's arrow struck Karna and killed him.

";160;Karna Forgets the Mantra;8;THE WAR;http://100words.lauragibbs.net/
"
As Karna lay dying in the mud, Krishna decided to test his famed generosity. Disguising himself as an old brahmin, Krishna knelt beside Karna and said, ""Before you die, please give me a gift, I beg you.""
Karna didn't know what he could give, but then he remembered: his two gold teeth. He pulled out the teeth and offered them to the brahmin.
""You are indeed the most generous man of this age,"" the brahmin said, and then Krishna manifested his divine form.
""Thank you, Lord,"" said Karna as he closed his eyes. 
That was the last sight Karna saw.

";161;Krishna Tests Karna's Generosity;8;THE WAR;http://100words.lauragibbs.net/
"
After Karna's death, Duryodhana appointed King Shalya as supreme commander.
""Only you can kill Shalya,"" Krishna told Yudhishthira. ""Inside him is a demon that feeds on aggression, which means the only way to defeat him is to confront him with love and respect. You alone are capable of this.""
So Yudhishthira confronted Shalya on the battlefield with love in his heart, not hatred or anger, thus rendering Shalya's demon powerless. Doing his duty, Yudhishthira then killed Shalya with a single spear-thrust. ""Forgive me,"" he said, weeping, for Shalya was the brother of Madri, uncle to his brothers Nakula and Sahadeva.

";162;Yudhishthira Confronts Shalya;8;THE WAR;http://100words.lauragibbs.net/
"
""Shalya is dead!"" Ashwatthama told Duryodhana. ""Yudhishthira killed him. Let me be your commander now. I can still destroy the Pandavas!""
""But there is no army left to command,"" groaned Duryodhana.
Meanwhile, Sahadeva and Nakula were battling the last of the Gandharan soldiers. Sahadeva had killed Uluka, Shakuni's son, and Shakuni then attacked Sahadeva, shattering Sahadeva's chariot. Sahadeva leaped to the ground, grabbed an axe, and smashed it into Shakuni's skull as he shouted, ""Draupadi is avenged at last!""
When Duryodhana learned that his uncle Shakuni was dead, he ran away in despair. 
He could see the war was lost.

";163;Duryodhana Despairs;8;THE WAR;http://100words.lauragibbs.net/
"
Of Gandhari's hundred sons, only Duryodhana was left. He used a mantra to disappear under the waters of a lake, but Yudhishthira detected him.
""You can't hide, Duryodhana!"" he shouted.
""I'm not hiding,"" Duryodhana replied. ""I'm cooling my inner fire. The world is yours now: take it all, everything! You have won!""
""Very generous!"" replied Yudhishthira. ""But earlier, you would not give us our half of the kingdom, nor five villages, nor even a needlepoint of land.""
Duryodhana emerged from the water, wielding his mace. ""I'm still here, and I will fight you all,"" he shouted angrily, ""one by one.""

";164;Duryodhana Hides in the Lake;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
""Did you fight Abhimanyu one by one?"" Yudhishthira said to Duryodhana. ""No, you attacked like a pack of wolves. But we respect dharma. We agree to single combat. If you die, you'll have heaven; if you live, you'll have your kingdom.""
Duryodhana challenged Bhima first, and they fought. As he had vowed, Bhima smashed Duryodhana's thigh and then danced in joy around his fallen victim.
""Enough!"" said Yudhishthira. ""He's still our cousin, and a prince.""
""But he'll die soon,"" said Krishna. ""It's time to go.""
""I shall attain heaven,"" groaned Duryodhana. ""Take the earth, if that is what you want.""

";165;Duryodhana Duels with Bhima;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
Balarama had refused to choose a side in the war. He had taught Duryodhana and Bhima the art of mace-fighting, and he loved them both. So when Bhima shattered Duryodhana's thigh with his mace, Duryodhana cried out, ""That's against all the rules! Balarama, my guru, see what Bhima has done to me! To me, who was always your favorite!""
Instantly, Balarama appeared and lifted up his plow to kill Bhima, but Krishna intervened. ""Stop, my brother!"" he said. ""Bhima has only fulfilled the vow he took when Duryodhana taunted Draupadi by slapping his thigh. All is as it must be.""

";166;Duryodhana Summons Balarama;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
As Duryodhana lay dying on the battlefield, they brought his young son, Durjaya, to see him. The little boy ran to his father and went to sit on his lap, but his father had to push him away.
""The Pandavas have broken my thigh,"" he said to Durjaya. He then caressed the boy's hair and said, ""They are the victors, my son, my Durjaya. You must serve them now, the Pandavas; they are your uncles. I commend you to their protection because I am leaving soon. Very soon.""
And Duryodhana wept as he thought of all he would leave behind.

";167;Duryodhana Addresses His Son;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
The war had lasted eighteen days when the Pandavas declared victory over the Kauravas. Draupadi greeted her husbands as they returned from the battlefield, draping them with garlands of triumph: Yudhishthira, Bhima, Arjuna, Nakula, Sahadeva.
""Come, Krishna!"" Draupadi said, turning to Krishna who was still standing on Arjuna's chariot. ""I made a garland for you too!""
Krishna smiled; then, as he dismounted, the chariot burst into flames.
""Drona had actually destroyed the chariot days ago with a fire-missile,"" he explained. 
Thus the Pandavas realized that their victory was all thanks to Krishna: his power had saved them again and again.

";168;Draupadi Greets the Victorious Pandavas;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
After the war was over, soldiers in the Pandava camp began arguing about who had won the most glory. ""Arjuna!"" said some. ""No, Bhima!"" said others. Finally, as the argument grew more heated, Krishna said, ""Let's ask the head.""
He meant the head of Barbarika, who had watched the whole war.
They gathered around the head, repeating the claims for the various warriors.
""Arjuna? Bhima?"" said the head in surprise. ""I saw no warrior but Krishna. Everywhere his Sudarshana-Chakra flew through the air, cutting the unrighteous to pieces, and their blood spilled upon the earth like the tongue of Kali.""

";169;Barbarika Settles an Argument;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
Over a billion soldiers died in the war. 
On the Pandava side, a few thousand survived.
On the Kaurava side, there were three survivors: Drona's son, Ashwatthama; Ashwatthama's uncle, Kripa; and Kritavarma, a Yadava commander, plus Duryodhana, who lay dying beside the lake where the Pandavas had left him. 
The three survivors knelt beside Duryodhana, and they listened to the sounds of rejoicing in the Pandava camp.
Ashwatthama still refused to admit defeat. ""I will kill the Pandavas yet!"" he vowed.
Duryodhana nodded, unable to resist the force of Ashwatthama's rage. ""Do it,"" he said. ""Kill them if you can.""

";170;Ashwatthama Makes a Final Vow;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
""We are only three,"" said Kripa.
""What can we do?"" asked Kritavarma.
Then they saw a single owl kill a flock of crows sleeping in a tree.
""We can do that!"" said Ashwatthama. ""We'll sneak in and kill them as they sleep.""
Ashwatthama found Draupadi's brothers, Shikhandin and Dhrishtadyumna, and killed them both. ""That is for Bhishma,"" he whispered, ""and for my father!""
Next, Ashwatthama beheaded five warriors sleeping together, thinking they were the Pandavas, and put their heads into a sack. Finally, he set fire to the camp, while Kripa and Kritavarma shot down soldiers who fled the fire. 

";171;The Kauravas Raid the Camp by Night;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
Ashwatthama returned to Duryodhana, proudly carrying the bag of five heads.
""I killed the Pandavas!"" he said.
""Show me,"" Duryodhana said in disbelief. ""Give me Bhima's head.""
Ashwatthama gave him a head, and Duryodhana took it and crushed it between his fingers.
""No!"" said Duryodhana. ""This is not Bhima; I would not be able to crush his head so easily. Who have you killed?""
Then Ashwatthama realized: he had killed the five sons of Draupadi. These were not the Pandavas. 
""I have lost the war,"" Duryodhana sighed, ""but the Pandavas... they too lost everything.""
And with those words, he died.

";172;Ashwatthama Returns to Duryodhana;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
Duryodhana, Dushasana, Duhsaha, Duhsala, Jalasandha, Sama, Saha, Vinda, Anuvinda, Durdharsha, Suvahu, Dushpradharshana, Durmarshana, Durmukha, Dushkarna, Vivinsati, Vikarna, Sala, Satva, Sulochana, Chitra, Upachitra, Chitraksha, Charuchitra, Sarasana, Durmada, Durvigaha, Vivitsu, Vikatanana, Urnanabha, Sunabha, Nandaka, Upanandaka, Chitravana, Chitravarman, Suvarman, Durvimochana, Ayovahu, Mahavahu, Chitranga, Chitrakundala, Bhimavega, Bhimavala, Balaki, Balavardhana, Ugrayudha, Bhima, Karna, Kanakaya, Dridhayudha, Dridhavarman, Dridhakshatra, Somakitri, Anudara, Dridhasandha, Jarasandha, Satyasandha, Sada, Suvak, Ugrasravas, Ugrasena, Senani, Dushparajaya, Aparajita, Kundasayin, Visalaksha, Duradhara, Dridhahasta, Suhasta, Vatavega, Suvarchas, Adityaketu, Vahvashin, Nagadatta, Agrayayin, Kavachin, Krathana, Kunda, Kundadhara, Dhanurdhara, Ugra, Bhimaratha, Viravahu, Alolupa, Abhaya, Raudrakarman, Dridharatha, Anadhrishya, Kundabhedin, Viravi, Dhirghalochana, Pramatha, Pramathi, Dhirgharoma, Dirghavahu, Mahabahu, Vyudhoru, Kanakadhvaja, Kundasi, Virajas.

";173;The One Hundred Kauravas;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
Only seven warriors survived Ashwatthama's raid on the camp: the five Pandavas themselves, plus two Yadavas, Krishna and Satyaki. 
Draupadi wailed over the bodies of her sons, beheaded in the night. Her brother Dhrishtadyumna's charioteer had seen it all. ""Ashwatthama did this,"" he said. ""He beheaded the boys.""
""I want Ashwatthama's head as vengeance!"" Draupadi moaned.
""No,"" said Krishna. ""The killing is over. Capture him alive, and we will subject him to a punishment worse than death. I curse Ashwatthama to live forever, driven from civilization and shunned by all humanity.""
Thus Ashwatthama became one of the Chiranjivi, the immortals.

";174;Krishna Curses Ashwatthama;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
The Pandavas then saw their mother Kunti walking slowly across the battlefield, bending down to look at the faces of the fallen Kaurava soldiers. ""Mother!"" they shouted. ""What are you doing? Those are the Kauravas.""
""I am looking for your brother,"" she said.
They stared at her in confusion. 
""I am looking for Karna, my first-born son.""
At her words, Arjuna felt faint. ""You mean I killed my own brother?"" he gasped.
""And did Karna know this?"" Yudhishthira asked.
""Yes,"" said Kunti sadly. ""He knew, and he promised I would see five sons survive the war. He kept his promise.""

";175;Kunti Searches the Battlefield;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
The Pandavas were stunned when Kunti told them the story of Karna's birth.
Yudhishthira, Bhima, Nakula, and Sahadeva now realized why Karna had spared them on the battlefield; that had been his promise to Kunti. 
Arjuna remembered the years he had spent hating Karna, when he should have loved him instead as a brother.
""Why did you not tell us?"" Arjuna asked Kunti.
Krishna answered for her. ""If she told you, you would not have fought,"" he said. ""But you had to fight. It was dharma. All is as it must be.""
Then they honored Karna with a hero's funeral.

";176;The Pandavas Honor Karna;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
Gandhari spent the night on the battlefield, stumbling among corpses, seeking her sons. 
But suddenly, she felt hungry. 
So very hungry.
Smelling a mango, she jumped and grabbed, but the mango was out of a reach. Then she made a pile of stones to reach the mango. 
It was delicious! 
As she ate, she realized these were not stones.
They were skulls.
She had been standing on the skulls of her sons to reach the fruit.
""All we see is maya, the illusion of the world!"" she groaned. ""Blindfold or no blindfold, we are all maya's fools.""
Then Gandhari wept.

";177;Gandhari Searches the Battlefield;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
Having won the war, the Pandavas returned to Hastinapura to claim the kingdom.
Dhritarashtra greeted them. ""Where is Bhima?"" the blind king asked. ""I wish to embrace him.""
But Krishna had foreseen this moment and warned the Pandavas to give Dhritarashtra an iron statue of Bhima to embrace instead.
With the power of his grief, Dhritarashtra crushed the statue. Then, realizing what he had done, he burst into tears. ""Oh Bhima, my nephew, what have I done?""
""That was only a statue of Bhima,"" Krishna said reassuringly. ""You have had your revenge.""
Dhritarashtra wept with gratitude and embraced Bhima warmly.

";178;The Pandavas Return to Hastinapura;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
Gandhari, however, was inconsolable. ""Are you happy now, Krishna?"" she said. ""Your tricks killed all my sons.""
""Not so,"" Krishna replied. ""Their karma killed them: the consequences of their actions and the wicked choices that they made. But in death they are transformed; you should rejoice that they are in heaven.""
""Your words mean nothing,"" shouted Gandhari, ""and your actions also have consequences. Hear my curse: all the people of your tribe will destroy one another, and you will be left to die alone.""
Krishna said nothing, as he already knew of these events to come.
All actions have consequences.

";179;Gandhari Curses Krishna;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
Mourning the dead, the survivors went to the banks of the sacred river. The Pandavas were there, along with Dhritarashtra and Vidura, and all the women: Gandhari and Kunti, and all the wives, the widows, all the mothers and sisters and daughters.
The rishi Narada joined in the mourning.
""Do you rejoice in your victory?"" he asked Yudhishthira.
""I see only death,"" Yudhishthira replied. ""I see only defeat. Worst of all, I have learned that Karna was Kunti's son. Karna knew, and said nothing. My elder brother is dead now, and I rule a kingdom that should have been his.""

";180;The Pandavas Mourn the Dead;9;THE WAR'S AFTERMATH;http://100words.lauragibbs.net/
"
After the war, Yudhishthira decided to renounce the world. ""I will live in the forest, eating only roots and fruits. I will make no judgments. I will issue no commands.""
But his brothers and Draupadi protested, insisting that he must become king.
""Stop indulging yourself and your feelings,"" Krishna told him. ""You will become king; it is your dharma.""
So Yudhishthira was crowned king, as Bhima, Arjuna, Nakula and Sahadeva stood beside him, along with their wife Draupadi and their mother Kunti.
He appointed Yuyutsu, Dhritarashtra's only surviving son, to care for the old king and attend to his needs.

";181;Yudhishthira Becomes King of Hastinapura;10;THE PANDAVA KINGS;http://100words.lauragibbs.net/
"
The mighty Kaurava generals were all dead... except one: Bhishma. Fatally wounded, he was still alive, lying on the bed made by the arrows that pierced his body. 
Bhishma had the power to choose when to die, and he was waiting until after the winter solstice: he wanted to die on the first day of Uttarayana, when Surya turns north.
Bhishma thus waited fifty-eight days, the days growing ever shorter.
Yudhishthira came, and Bhishma instructed him in the ways of kingship, telling him stories of long ago.
Bhishma also taught Yudhishthira to chant the Sahasra-Nama, the Thousand Names of God.

";182;Bhishma Instructs Yudhishthira;10;THE PANDAVA KINGS;http://100words.lauragibbs.net/
"
The Pandavas gathered around Bhishma on his bed of arrows, waiting for the moment when he would choose to die.
They had known this old warrior all their lives, and he had been like a father to them: Bhishma, the son of Shantanu and of the goddess Ganga. Bhishma, who had no sons of his own. 
They waited with him.
They wept.
Finally, he breathed his last.
Yudhishthira lifted Bhishma up off the bed of arrows and cremated his body on the bank of the Ganges. The goddess then arose from the river and escorted her son's soul into heaven.

";183;Bhishma Departs This World;10;THE PANDAVA KINGS;http://100words.lauragibbs.net/
"
Dhritarashtra continued to live in the palace, advising his nephew Yudhishthira, who was now king. 
Bhima, however, didn't make it easy. When the family ate together, Bhima would crack his knuckles and reminisce about killing the Kauravas one after another. Whenever anybody broke open a bone to eat the marrow, Bhima would shout, ""That reminds me of the sound Duryodhana's thigh made when I smashed it!""
Dhritarashtra's brother Vidura urged him to renounce the world. ""Brother,"" he said, ""It's time to go live in the forest!"" 
Dhritarashtra wanted to go, but he was attached to the luxuries of palace life.

";184;Dhritarashtra Stays in the Palace;10;THE PANDAVA KINGS;http://100words.lauragibbs.net/
"
Eventually, Dhritarashtra left Hastinapura, together with Kunti and Gandhari. They lived in the forest.
One day there came a forest fire.
Even then, Gandhari didn't remove her blindfold. She had removed her blindfold only once, attempting to use the power of her gaze to make Duryodhana invincible. ""Come to me naked,"" she told him. Duryodhana, however, was embarrassed and wore a loincloth. All that Gandhari saw became invincible, but Duryodhana was still vulnerable.
She had not been able to save him, and she had no wish to save herself.
""Run!"" Dhritarashtra shouted.
""Why?"" replied Gandhari.
They died in the fire.

";185;The Elders Go into the Forest;10;THE PANDAVA KINGS;http://100words.lauragibbs.net/
"
Time passed.
Then, a fight began in Dwaraka: some Yadavas defended the Pandavas, while others defended the Kauravas.
""The Kauravas ambushed Abhimanyu!"" shouted the Pandava allies.
""The Pandavas deceived Drona!"" retorted the Kaurava allies.
Back and forth they argued.
Fearing violence, Krishna and Balarama hid every weapon, but the quarreling citizens of Dwaraka then grabbed reeds from the seashore. These were no ordinary reeds: their edges were as sharp as any iron weapon.
Thus the Yadavas destroyed themselves.
Satyaki and Kritavarma, who had both survived the war, killed one another in that fight.
Such was the power of Gandhari's curse.

";186;The Yadavas Quarrel;10;THE PANDAVA KINGS;http://100words.lauragibbs.net/
"
Long ago, Krishna's son Samba wanted to trick the forest rishis, so he dressed up as a pregnant woman. ""Is my baby male or female?"" he asked.
The angry rishis replied, ""You bear no baby but an iron bar that will destroy the Yadavas.""
Samba tried to laugh it off, but an iron bar eventually emerged from his thigh. Horrified, Samba ground the bar into dust which he threw into the sea.
The sea cast the iron dust back onto the shore, and it grew into the reeds with which the Yadavas destroyed themselves years later, arguing about the war.

";187;The Story of the Reeds;10;THE PANDAVA KINGS;http://100words.lauragibbs.net/
"
After the Yadavas slaughtered one another, Balarama resolved to leave the world. As he meditated, his life-force emerged in the form of a white snake, which then vanished.
After Balarama departed, Krishna too was ready for his life to end. He went into the forest, sat under a banyan tree, and waited.
A hunter named Jara, mistaking Krishna's foot for the ear of a deer, shot Krishna with an arrow.
Jara had found the arrowhead in the belly of a fish, and it was made of the same accursed iron which had killed the Yadavas. 
Gandhari's curse was now fulfilled.

";188;Balarama and Krishna Depart the World;10;THE PANDAVA KINGS;http://100words.lauragibbs.net/
"
Before Krishna died, he revealed to Jara the truth of his birth. ""We met before, during the Treta Yuga: you were born as Vali, king of the monkeys of Kishkindha, and I was born as Rama, prince of Ayodhya. Because of a promise I made to your brother Sugriva, I shot you with an arrow from an ambush, just as you shot me now. All is as it must be.""
Krishna then left his body and returned to Vaikuntha, his heavenly abode.
Thus the Dvapara Yuga ended, and the Kali Yuga began, the final era in the cycle of time.

";189;Krishna Tells Jara a Story;10;THE PANDAVA KINGS;http://100words.lauragibbs.net/
"
The sons of the Pandavas died in the war, but one grandson survived: Parikshit, the son of Uttara and Abhimanyu, who was the son of Arjuna and Krishna's sister Subhadra. Ashwatthama had launched a weapon to kill Parkishit while still in his mother's womb, but Krishna saved him, and Parikshit later became king in Hastinapura.
Then, after Parikshit's coronation, Yudhishthira, his brothers, and Draupadi resolved to climb Mount Meru, seeking heaven. After the loss of Krishna and Balarama, they no longer had any desire to remain in this world.
Dressed in clothes of bark, they departed on their final journey.

";190;The Pandavas Depart;10;THE PANDAVA KINGS;http://100words.lauragibbs.net/
"
As the Pandavas and Draupadi climbed the snowy slopes of Mount Meru, seeking to attain heaven, Draupadi was the first to fall, but the Pandavas did not stop walking.
Then Sahadeva fell, and Nakula. No one stopped.
Arjuna. Then Bhima. 
Alone, Yudhishthira kept on walking up the mountain.
As he walked, he reflected on the flaws that made them fall.
Draupadi had not loved all her husbands equally; she preferred Arjuna.
Sahadeva was proud of his knowledge, and Nakula of his beauty.
Arjuna had been envious, and Bhima gluttonous.
And so Yudhishthira kept walking, wondering if he too would fall.

";191;The Pandavas Climb Mount Meru;10;THE PANDAVA KINGS;http://100words.lauragibbs.net/
"
At last, Yudhishthira came to Amravati's gate, where the devas greeted him. ""Welcome, Yudhishthira! You may enter heaven's gate, but not your dog.""
""What dog?"" asked Yudhishthira, surprised. Then he turned and saw a dog who had followed him all the way from Hastinapura.
""The dog made the ascent,"" Yudhishthira protested. ""His devotion is perfect! He too should enter heaven.""
""No,"" said the gods. ""You must come alone."" 
""If so,"" replied Yudhishthira, ""I won't come.""
Next, the dog vanished. Yama, god of dharma, appeared; Yudhishthira's father was testing him. ""You have done well,"" he said, and Yudhishthira then entered Amravati.

";192;Yudhishthira Must Choose;10;THE PANDAVA KINGS;http://100words.lauragibbs.net/
